species_id,gear,encount_prob,E_scaled
ITS-Mam-180471,GND,0.75,2.4998343822457767
ITS-Mam-180471,PST,0.05357142857142857,1.111123623754701
ITS-Mam-180471,LLT,0.0375,1.0749037986351344
ITS-Mam-771132,GND,1,3
ITS-Mam-771132,PST,0.07142857142857142,1.1482874846792863
ITS-Mam-771132,LLT,0.05,1.0999050480035093
ITS-Mam-180419,GND,0.8,2.599867505796621
ITS-Mam-180419,PST,0.08928571428571429,1.1854513456038718
ITS-Mam-180419,LLT,0.0625,1.1249062973718842
Rep-2666,GND,0.5,1.9996687644915534
Rep-2666,PST,0.14285714285714285,1.2969429283776281
Rep-2666,LLT,0.1,1.1999100454770089
ITS-Mam-180451,GND,0.4,1.7996025173898642
ITS-Mam-180451,PST,0.17857142857142858,1.371270650226799
ITS-Mam-180451,LLT,0.125,1.2499125442137586
ITS-Mam-180478,GND,0.4,1.7996025173898642
ITS-Mam-180478,PST,0.17857142857142858,1.371270650226799
ITS-Mam-180478,LLT,0.125,1.2499125442137586
ITS-Mam-612596,GND,0.4,1.7996025173898642
ITS-Mam-612596,PST,0.17857142857142858,1.371270650226799
ITS-Mam-612596,LLT,0.125,1.2499125442137586
ITS-Mam-180449,GND,0.4,1.7996025173898642
ITS-Mam-180449,PST,0.17857142857142858,1.371270650226799
ITS-Mam-180449,LLT,0.125,1.2499125442137586
Fis-32599,GND,0.26159420289855073,1.522699233357816
Fis-32599,PST,0.24642857142857144,1.5124933217402237
Fis-32599,LLT,0.1725,1.3449172918135832
Rep-2941,GND,0.21052631578947367,1.420529628144558
Rep-2941,PST,0.3392857142857143,1.705745398548068
Rep-2941,LLT,0.2375,1.4749237885291326
Rep-6936,GND,0.21052631578947367,1.420529628144558
Rep-6936,PST,0.3392857142857143,1.705745398548068
Rep-6936,LLT,0.2375,1.4749237885291326
Rep-8732,GND,0.21052631578947367,1.420529628144558
Rep-8732,PST,0.3392857142857143,1.705745398548068
Rep-8732,LLT,0.2375,1.4749237885291326
ITS-Mam-612592,GND,0.2,1.3994700231864856
ITS-Mam-612592,PST,0.35714285714285715,1.7429092594726532
ITS-Mam-612592,LLT,0.25,1.4999250378975075
ITS-Mam-180535,GND,0.2,1.3994700231864856
ITS-Mam-180535,PST,0.35714285714285715,1.7429092594726532
ITS-Mam-180535,LLT,0.25,1.4999250378975075
Fis-23051,GND,0.14896907216494845,1.2973743610057267
Fis-23051,PST,0.3464285714285714,1.7206109429179022
Fis-23051,LLT,0.2425,1.4849242882764826
Fis-23060,GND,0.14896907216494845,1.2973743610057267
Fis-23060,PST,0.3464285714285714,1.7206109429179022
Fis-23060,LLT,0.2425,1.4849242882764826
ITS-Mam-555654,GND,0.2,1.3994700231864856
ITS-Mam-555654,PST,0.35714285714285715,1.7429092594726532
ITS-Mam-555654,LLT,0.25,1.4999250378975075
ITS-Mam-180430,GND,0.2,1.3994700231864856
ITS-Mam-180430,PST,0.35714285714285715,1.7429092594726532
ITS-Mam-180430,LLT,0.25,1.4999250378975075
ITS-Mam-180417,GND,0.2,1.3994700231864856
ITS-Mam-180417,PST,0.35714285714285715,1.7429092594726532
ITS-Mam-180417,LLT,0.25,1.4999250378975075
Fis-159132,GND,0.11138613861386136,1.222183596299345
Fis-159132,PST,0.3607142857142857,1.7503420316575704
Fis-159132,LLT,0.2525,1.5049252877711825
Fis-23201,GND,0.10714285714285714,1.2136942223063456
Fis-23201,PST,0.375,1.7800731203972386
Fis-23201,LLT,0.2625,1.5249262872658824
Rep-5181,GND,0.14285714285714285,1.2851464534140917
Rep-5181,PST,0.5,2.040220146869337
Rep-5181,LLT,0.35,1.6999350328445064
Fis-164471,GND,0.08652694610778443,1.1724487427926524
Fis-164471,PST,0.5964285714285714,2.240904995862098
Fis-164471,LLT,0.4175,1.8349417794337306
ITS-Mam-552771,GND,0.11428571428571428,1.2279846685278948
ITS-Mam-552771,PST,0.625,2.3003671733414346
ITS-Mam-552771,LLT,0.4375,1.8749437784231304
ITS-Mam-180530,GND,0.1,1.1994037760847962
ITS-Mam-180530,PST,0.7142857142857143,2.486186477964362
ITS-Mam-180530,LLT,0.5,1.9999500252650049
Fis-23277,GND,0.05769230769230769,1.114760363849466
Fis-23277,PST,0.6964285714285714,2.4490226170397764
Fis-23277,LLT,0.4875,1.97494877589663
ITS-Mam-180438,GND,0.1,1.1994037760847962
ITS-Mam-180438,PST,0.7142857142857143,2.486186477964362
ITS-Mam-180438,LLT,0.5,1.9999500252650049
ITS-Mam-180447,GND,0.1,1.1994037760847962
ITS-Mam-180447,PST,0.7142857142857143,2.486186477964362
ITS-Mam-180447,LLT,0.5,1.9999500252650049
ITS-Mam-180445,GND,0.1,1.1994037760847962
ITS-Mam-180445,PST,0.7142857142857143,2.486186477964362
ITS-Mam-180445,LLT,0.5,1.9999500252650049
ITS-Mam-180455,GND,0.1,1.1994037760847962
ITS-Mam-180455,PST,0.7142857142857143,2.486186477964362
ITS-Mam-180455,LLT,0.5,1.9999500252650049
ITS-Mam-180426,GND,0.1,1.1994037760847962
ITS-Mam-180426,PST,0.7142857142857143,2.486186477964362
ITS-Mam-180426,LLT,0.5,1.9999500252650049
Fis-23061,GND,0.07882096069868995,1.1570316669824734
Fis-23061,PST,0.8178571428571428,2.7017368713269576
Fis-23061,LLT,0.5725,2.1449572716015792
ITS-Mam-180528,GND,0.08,1.1593905266644584
ITS-Mam-180528,PST,0.8928571428571429,2.857825087210216
ITS-Mam-180528,LLT,0.625,2.2499625189487533
ITS-Mam-180527,GND,0.08,1.1593905266644584
ITS-Mam-180527,PST,0.8928571428571429,2.857825087210216
ITS-Mam-180527,LLT,0.625,2.2499625189487533
ITS-Mam-180429,GND,0.08,1.1593905266644584
ITS-Mam-180429,PST,0.8928571428571429,2.857825087210216
ITS-Mam-180429,LLT,0.625,2.2499625189487533
ITS-Mam-180526,GND,0.06666666666666667,1.1327150270508999
ITS-Mam-180526,PST,0.9333333333333332,2.9420631719726096
ITS-Mam-180526,LLT,0.75,2.499975012632502
Fis-31568,GND,0.06666666666666667,1.1327150270508999
Fis-31568,PST,0.9333333333333332,2.9420631719726096
Fis-31568,LLT,0.75,2.499975012632502
ITS-Mam-180461,GND,0.05,1.0993706525339517
ITS-Mam-180461,PST,0.7,2.4564553892246934
ITS-Mam-180461,LLT,1,3
ITS-Mam-552461,GND,0.05,1.0993706525339517
ITS-Mam-552461,PST,0.7,2.4564553892246934
ITS-Mam-552461,LLT,1,3
ITS-Mam-180491,GND,0.05,1.0993706525339517
ITS-Mam-180491,PST,0.7,2.4564553892246934
ITS-Mam-180491,LLT,1,3
ITS-Mam-180469,GND,0.04,1.0793640278237828
ITS-Mam-180469,PST,0.56,2.165090719575944
ITS-Mam-180469,LLT,0.8,2.5999800101060018
ITS-Mam-180459,GND,0.04,1.0793640278237828
ITS-Mam-180459,PST,0.56,2.165090719575944
ITS-Mam-180459,LLT,0.8,2.5999800101060018
Fis-23054,GND,0.04,1.0793640278237828
Fis-23054,PST,0.56,2.165090719575944
Fis-23054,LLT,0.8,2.5999800101060018
Fis-25899,GND,0.03389830508474576,1.0671565957972389
Fis-25899,PST,0.4745762711864407,1.987308887247893
Fis-25899,LLT,0.6779661016949152,2.355900016272376
ITS-Mam-180440,GND,0.03333333333333333,1.0660262780170033
ITS-Mam-180440,PST,0.4666666666666667,1.9708476064767773
ITS-Mam-180440,LLT,0.6666666666666666,2.3333000168433364
Fis-23899,GND,0.03076923076923077,1.0608963742451651
Fis-23899,PST,0.4307692307692308,1.8961387168232517
Fis-23899,LLT,0.6153846153846154,2.2307307886653884
ITS-Mam-180434,GND,0.02857142857142857,1.056499313869304
ITS-Mam-180434,PST,0.4,1.8321025256916585
ITS-Mam-180434,LLT,0.5714285714285714,2.142814307370004
Fis-23898,GND,0.0273972602739726,1.054150199421926
Fis-23898,PST,0.3835616438356164,1.797891409881629
Fis-23898,LLT,0.547945205479452,2.095845228321785
ITS-Mam-180466,GND,0.025,1.0493540907585293
ITS-Mam-180466,PST,0.35,1.7280437151028192
ITS-Mam-180466,LLT,0.5,1.9999500252650049
Fis-23129,GND,0.02259073842302878,1.04453397153862
Fis-23129,PST,0.34793938852136597,1.7237552195117718
Fis-23129,LLT,0.4981257822277847,1.9962014023935013
ITS-Mam-180524,GND,0.02,1.0393507784034448
ITS-Mam-180524,PST,0.28,1.5823613802784444
ITS-Mam-180524,LLT,0.4,1.799940030318006
ITS-Mam-612597,GND,0.02,1.0393507784034448
ITS-Mam-612597,PST,0.28,1.5823613802784444
ITS-Mam-612597,LLT,0.4,1.799940030318006
ITS-Mam-180525,GND,0.02,1.0393507784034448
ITS-Mam-180525,PST,0.28,1.5823613802784444
ITS-Mam-180525,LLT,0.4,1.799940030318006
ITS-Mam-180457,GND,0.02,1.0393507784034448
ITS-Mam-180457,PST,0.28,1.5823613802784444
ITS-Mam-180457,LLT,0.4,1.799940030318006
ITS-Mam-180495,GND,0.02,1.0393507784034448
ITS-Mam-180495,PST,0.28,1.5823613802784444
ITS-Mam-180495,LLT,0.4,1.799940030318006
ITS-Mam-180516,GND,0.02,1.0393507784034448
ITS-Mam-180516,PST,0.28,1.5823613802784444
ITS-Mam-180516,LLT,0.4,1.799940030318006
ITS-Mam-180500,GND,0.02,1.0393507784034448
ITS-Mam-180500,PST,0.28,1.5823613802784444
ITS-Mam-180500,LLT,0.4,1.799940030318006
Fis-23273,GND,0.02,1.0393507784034448
Fis-23273,PST,0.28,1.5823613802784444
Fis-23273,LLT,0.4,1.799940030318006
Fis-23047,GND,0.02,1.0393507784034448
Fis-23047,PST,0.28,1.5823613802784444
Fis-23047,LLT,0.4,1.799940030318006
Fis-23071,GND,0.01666666666666666,1.0326819035000552
Fis-23071,PST,0.23333333333333336,1.485239823728861
Fis-23071,LLT,0.3333333333333333,1.6666000336866733
ITS-Mam-180502,GND,0.01333333333333333,1.0260130285966655
ITS-Mam-180502,PST,0.18666666666666668,1.3881182671792778
ITS-Mam-180502,LLT,0.26666666666666666,1.5332600370553404
Fis-35514,GND,0.01054852320675105,1.0204415634875046
Fis-35514,PST,0.14767932489451477,1.306978738922664
Fis-35514,LLT,0.2109704641350211,1.421862065186126
Fis-30583,GND,0.01037344398340249,1.0200912890558964
Fis-30583,PST,0.14522821576763487,1.3018775489153325
Fis-30583,LLT,0.2074688796680498,1.4148585462706718
Fis-22747,GND,0.01,1.019344153693276
Fis-22747,PST,0.14,1.2909967106296945
Fis-22747,LLT,0.2,1.399920040424008
ITS-Mam-180475,GND,0.2,1.3994700231864856
ITS-Mam-180475,PST,0.35714285714285715,1.7429092594726532
ITS-Mam-180475,LLT,0.25,1.4999250378975075
ITS-Mam-180463,GND,0.02,1.0393507784034448
ITS-Mam-180463,PST,0.28,1.5823613802784444
ITS-Mam-180463,LLT,0.4,1.799940030318006
ITS-Mam-180505,GND,0.01,1.019344153693276
ITS-Mam-180505,PST,0.14,1.2909967106296945
ITS-Mam-180505,LLT,0.2,1.399920040424008
ITS-Mam-180492,GND,0.01,1.019344153693276
ITS-Mam-180492,PST,0.14,1.2909967106296945
ITS-Mam-180492,LLT,0.2,1.399920040424008
ITS-Mam-180513,GND,0.01,1.019344153693276
ITS-Mam-180513,PST,0.14,1.2909967106296945
ITS-Mam-180513,LLT,0.2,1.399920040424008
ITS-Mam-180517,GND,0.01,1.019344153693276
ITS-Mam-180517,PST,0.14,1.2909967106296945
ITS-Mam-180517,LLT,0.2,1.399920040424008
ITS-Mam-180510,GND,0.01,1.019344153693276
ITS-Mam-180510,PST,0.14,1.2909967106296945
ITS-Mam-180510,LLT,0.2,1.399920040424008
ITS-Mam-180511,GND,0.01,1.019344153693276
ITS-Mam-180511,PST,0.14,1.2909967106296945
ITS-Mam-180511,LLT,0.2,1.399920040424008
ITS-Mam-180508,GND,0.01,1.019344153693276
ITS-Mam-180508,PST,0.14,1.2909967106296945
ITS-Mam-180508,LLT,0.2,1.399920040424008
Rep-4381,GND,0.01,1.019344153693276
Rep-4381,PST,0.14,1.2909967106296945
Rep-4381,LLT,0.2,1.399920040424008
ITS-Mam-180488,GND,0.008,1.015342828751242
ITS-Mam-180488,PST,0.112,1.2327237766999446
ITS-Mam-180488,LLT,0.16,1.3199160424452083
ITS-Mam-180507,GND,0.008,1.015342828751242
ITS-Mam-180507,PST,0.112,1.2327237766999446
ITS-Mam-180507,LLT,0.16,1.3199160424452083
ITS-Mam-180498,GND,0.00666666666666666,1.0126752787898863
ITS-Mam-180498,PST,0.09333333333333334,1.1938751540801111
ITS-Mam-180498,LLT,0.13333333333333333,1.266580043792675
Fis-29459,GND,0.35,1.6995693938390195
Fis-29459,PST,0.025,1.0516614462753644
Fis-29459,LLT,0.0175,1.0349017996457346
Fis-161453,GND,0.5,1.9996687644915534
Fis-161453,PST,0.03571428571428571,1.0739597628301156
Fis-161453,LLT,0.025,1.0499025492667595
Fis-132130,GND,0.45,1.899635640940709
Fis-132130,PST,0.03214285714285714,1.0665269906451984
Fis-132130,LLT,0.0225,1.0449022993930845
Fis-64122,GND,0.6,2.199735011593243
Fis-64122,PST,0.04285714285714286,1.0888253071999496
Fis-64122,LLT,0.03,1.0599030490141095
Fis-23322,GND,0.22848101265822784,1.4564509163483592
Fis-23322,PST,0.28214285714285714,1.5868210435893944
Fis-23322,LLT,0.1975,1.394919790550333
Fis-23070,GND,0.12985611510791367,1.2591357851115597
Fis-23070,PST,0.49642857142857144,2.0327873746844194
Fis-23070,LLT,0.3475,1.6949347829708314
Fis-23059,GND,0.1195364238410596,1.2384895660814839
Fis-23059,PST,0.5392857142857143,2.1219806409034243
Fis-23059,LLT,0.3775,1.7549377814549312
Fis-23274,GND,0.06036789297658862,1.120113306915732
Fis-23274,PST,0.9297778308647876,2.9346635448141587
Fis-23274,LLT,0.7475,2.4949747627588277
Fis-20033,GND,0.0475,1.0943689963564094
Fis-20033,PST,0.7315883458646616,2.522196303207605
Fis-20033,LLT,0.95,2.8999950025265004
Fis-23222,GND,0.01806806806806806,1.0354856346906696
Fis-23222,PST,0.2782818532818533,1.578785614200295
Fis-23222,LLT,0.3984009009009009,1.7967416722907004
Fis-28560,GND,0.8,2.599867505796621
Fis-28560,PST,0.05714285714285714,1.118556395939618
Fis-28560,LLT,0.04,1.0799040485088094
Fis-140161,GND,0.8,2.599867505796621
Fis-140161,PST,0.05714285714285714,1.118556395939618
Fis-140161,LLT,0.04,1.0799040485088094
Fis-25892,GND,0.9,2.799933752898311
Fis-25892,PST,0.06428571428571428,1.1334219403094523
Fis-25892,LLT,0.045,1.0899045482561593
Fis-23063,GND,0.2219178082191781,1.443320159537541
Fis-23063,PST,0.26071428571428573,1.542224410479892
Fis-23063,LLT,0.1825,1.3649182913082831
Fis-25233,GND,0.01475409836065573,1.0288554998669628
Fis-25233,PST,0.2513791308873276,1.5227963083207736
Fis-25233,LLT,0.3606648451730418,1.7212657891362126
Fis-25603,GND,0.85,2.699900629347466
Fis-25603,PST,0.06071428571428571,1.125989168124535
Fis-25603,LLT,0.0425,1.0849042983824844
Fis-6035,GND,0.85,2.699900629347466
Fis-6035,PST,0.06071428571428571,1.125989168124535
Fis-6035,LLT,0.0425,1.0849042983824844
Fis-23138,GND,0.85,2.699900629347466
Fis-23138,PST,0.06071428571428571,1.125989168124535
Fis-23138,LLT,0.0425,1.0849042983824844
Fis-26932,GND,0.6568181818181817,2.3134090156282934
Fis-26932,PST,0.07857142857142857,1.1631530290491205
Fis-26932,LLT,0.055,1.1099055477508593
Fis-29500,GND,0.43787878787878787,1.8753851867465645
Fis-29500,PST,0.11785714285714284,1.2449135230832085
Fis-29500,LLT,0.0825,1.164908296361284
Fis-54720,GND,0.45714285714285713,1.9139260871622579
Fis-54720,PST,0.1,1.2077496621586232
Fis-54720,LLT,0.07,1.1399070469929091
Fis-159582,GND,0.35555555555555557,1.710684185344669
Fis-159582,PST,0.12857142857142856,1.2672118396379597
Fis-159582,LLT,0.09,1.179909045982309
Fis-26906,GND,0.35555555555555557,1.710684185344669
Fis-26906,PST,0.12857142857142856,1.2672118396379597
Fis-26906,LLT,0.09,1.179909045982309
Fis-23055,GND,0.35555555555555557,1.710684185344669
Fis-23055,PST,0.12857142857142856,1.2672118396379597
Fis-23055,LLT,0.09,1.179909045982309
Fis-23068,GND,0.35555555555555557,1.710684185344669
Fis-23068,PST,0.12857142857142856,1.2672118396379597
Fis-23068,LLT,0.09,1.179909045982309
Fis-24448,GND,0.5625,2.1247101689301093
Fis-24448,PST,0.07142857142857142,1.1482874846792863
Fis-24448,LLT,0.05,1.0999050480035093
Fis-28559,GND,0.3515625,1.7026954289499834
Fis-28559,PST,0.11428571428571428,1.2374807508982915
Fis-28559,LLT,0.08,1.159908046487609
Fis-23126,GND,0.3214285714285714,1.6424076089528226
Fis-23126,PST,0.125,1.2597790674530427
Fis-23126,LLT,0.0875,1.174908796108634
Fis-23292,GND,0.25,1.49950314673733
Fis-23292,PST,0.16071428571428573,1.3341067893022136
Fis-23292,LLT,0.1125,1.2249112948453837
Fis-25894,GND,0.25,1.49950314673733
Fis-25894,PST,0.16071428571428573,1.3341067893022136
Fis-25894,LLT,0.1125,1.2249112948453837
Fis-31576,GND,0.25,1.49950314673733
Fis-31576,PST,0.16071428571428573,1.3341067893022136
Fis-31576,LLT,0.1125,1.2249112948453837
Fis-47368,GND,0.25,1.49950314673733
Fis-47368,PST,0.16071428571428573,1.3341067893022136
Fis-47368,LLT,0.1125,1.2249112948453837
Fis-148497,GND,0.25,1.49950314673733
Fis-148497,PST,0.16071428571428573,1.3341067893022136
Fis-148497,LLT,0.1125,1.2249112948453837
Fis-23046,GND,0.25,1.49950314673733
Fis-23046,PST,0.16071428571428573,1.3341067893022136
Fis-23046,LLT,0.1125,1.2249112948453837
Fis-8339,GND,0.19396551724137936,1.3873970599993148
Fis-8339,PST,0.20714285714285716,1.4307328277061357
Fis-8339,LLT,0.145,1.2899145432031585
Fis-25888,GND,0.17307692307692307,1.3456060335821847
Fis-25888,PST,0.23214285714285715,1.4827622330005554
Fis-25888,LLT,0.1625,1.3249162923188833
Fis-29298,GND,0.15000000000000002,1.299436899635641
Fis-29298,PST,0.26785714285714285,1.5570899548497261
Fis-29298,LLT,0.1875,1.374918791055633
Fis-15849,GND,0.11842105263157894,1.2362580847614233
Fis-15849,PST,0.3392857142857143,1.705745398548068
Fis-15849,LLT,0.2375,1.4749237885291326
Fis-23056,GND,0.0400355871886121,1.0794352257764879
Fis-23056,PST,0.9611718352821554,3
Fis-23056,LLT,0.7025,2.404970265032678
Fis-25062,GND,0.03813559322033898,1.0756339791490055
Fis-25062,PST,0.9155569007263922,2.9050672833007907
Fis-25062,LLT,0.7375,2.4749737632641278
Fis-31602,GND,0.03260869565217391,1.064576522603223
Fis-31602,PST,0.7828674948240165,2.6289172481819723
Fis-31602,LLT,0.8625,2.7249862569478767
Fis-23050,GND,0.03169014084507042,1.062738804473079
Fis-23050,PST,0.760814889336016,2.5830218902326476
Fis-23050,LLT,0.8875,2.774988755684626
Fis-25412,GND,0.01817447495961227,1.0356985189652395
Fis-25412,PST,0.4363316408954535,1.907715072458093
Fis-25412,LLT,0.6301494345718902,2.26026190277579
Fis-25664,GND,0.22272727272727272,1.4449396248005058
Fis-25664,PST,0.15714285714285714,1.3266740171172966
Fis-25664,LLT,0.11,1.2199110449717088
Fis-25905,GND,0.22272727272727272,1.4449396248005058
Fis-25905,PST,0.15714285714285714,1.3266740171172966
Fis-25905,LLT,0.11,1.2199110449717088
Fis-23057,GND,0.22272727272727272,1.4449396248005058
Fis-23057,PST,0.15714285714285714,1.3266740171172966
Fis-23057,LLT,0.11,1.2199110449717088
Fis-23052,GND,0.22272727272727272,1.4449396248005058
Fis-23052,PST,0.15714285714285714,1.3266740171172966
Fis-23052,LLT,0.11,1.2199110449717088
Fis-24046,GND,0.2,1.3994700231864856
Fis-24046,PST,0.175,1.3638378780418818
Fis-24046,LLT,0.1225,1.2449122943400837
Fis-25889,GND,0.18490566037735848,1.3692713443786833
Fis-25889,PST,0.18928571428571428,1.3935689667815503
Fis-25889,LLT,0.1325,1.2649132938347836
Fis-21801,GND,0.1814814814814815,1.3624207181676542
Fis-21801,PST,0.1928571428571429,1.4010017389664675
Fis-21801,LLT,0.135,1.2699135437084585
Fis-25470,GND,0.4694444444444445,1.9385374112104818
Fis-25470,PST,0.06428571428571428,1.1334219403094523
Fis-25470,LLT,0.045,1.0899045482561593
Fis-29411,GND,0.4694444444444445,1.9385374112104818
Fis-29411,PST,0.06428571428571428,1.1334219403094523
Fis-29411,LLT,0.045,1.0899045482561593
Fis-61250,GND,0.2057142857142857,1.410902380163725
Fis-61250,PST,0.125,1.2597790674530427
Fis-61250,LLT,0.0875,1.174908796108634
Fis-161480,GND,0.11612903225806452,1.2316725256173269
Fis-161480,PST,0.22142857142857145,1.460463916445804
Fis-161480,LLT,0.155,1.3099155426978584
Fis-27676,GND,0.11612903225806452,1.2316725256173269
Fis-27676,PST,0.22142857142857145,1.460463916445804
Fis-27676,LLT,0.155,1.3099155426978584
Fis-31573,GND,0.0935064935064935,1.1864124613379334
Fis-31573,PST,0.275,1.5719554992195603
Fis-31573,LLT,0.1925,1.384919290802983
Fis-23311,GND,0.02236024844720497,1.0440728388940437
Fis-23311,PST,0.8205856255545697,2.7074153246110866
Fis-23311,LLT,0.805,2.6099805098533517
Fis-160925,GND,0.2326923076923077,1.4648762962774224
Fis-160925,PST,0.09285714285714286,1.192884117788789
Fis-160925,LLT,0.065,1.1299065472455592
Fis-23128,GND,0.14756097560975612,1.294557235072185
Fis-23128,PST,0.14642857142857144,1.3043757005625451
Fis-23128,LLT,0.1025,1.2049102953506838
Fis-27240,GND,0.0852112676056338,1.169816514189476
Fis-27240,PST,0.25357142857142856,1.5273588661100579
Fis-27240,LLT,0.1775,1.3549177915609332
Fis-28555,GND,0.07960526315789475,1.1586007914785308
Fis-28555,PST,0.2714285714285714,1.5645227270346433
Fis-28555,LLT,0.19,1.379919040929308
Fis-23193,GND,0.07289156626506026,1.145168950063254
Fis-23193,PST,0.29642857142857143,1.6165521323290628
Fis-23193,LLT,0.2075,1.414920790045033
Fis-161494,GND,0.0375776397515528,1.0745177025834312
Fis-161494,PST,0.575,2.1963083627525952
Fis-161494,LLT,0.4025,1.804940280191681
Fis-29505,GND,0.15,1.299436899635641
Fis-29505,PST,0.01071428571428571,1.021930357535696
Fis-29505,LLT,0.0075,1.0149008001510347
Fis-161456,GND,0.09803921568627452,1.195480908494567
Fis-161456,PST,0.1821428571428571,1.378703422411716
Fis-161456,LLT,0.1275,1.2549127940874336
Fis-159584,GND,0.05555555555555555,1.110485444039601
Fis-159584,PST,0.32142857142857145,1.6685815376234825
Fis-159584,LLT,0.225,1.4499225391607578
Fis-23202,GND,0.05555555555555555,1.110485444039601
Fis-23202,PST,0.32142857142857145,1.6685815376234825
Fis-23202,LLT,0.225,1.4499225391607578
Fis-23220,GND,0.05555555555555555,1.110485444039601
Fis-23220,PST,0.32142857142857145,1.6685815376234825
Fis-23220,LLT,0.225,1.4499225391607578
Fis-24127,GND,0.05555555555555555,1.110485444039601
Fis-24127,PST,0.32142857142857145,1.6685815376234825
Fis-24127,LLT,0.225,1.4499225391607578
Fis-28561,GND,0.05555555555555555,1.110485444039601
Fis-28561,PST,0.32142857142857145,1.6685815376234825
Fis-28561,LLT,0.225,1.4499225391607578
Fis-23053,GND,0.05555555555555555,1.110485444039601
Fis-23053,PST,0.32142857142857145,1.6685815376234825
Fis-23053,LLT,0.225,1.4499225391607578
Fis-23146,GND,0.04166666666666666,1.0826984652754774
Fis-23146,PST,0.42857142857142855,1.891564703170995
Fis-23146,LLT,0.3,1.5999300353710069
Fis-23028,GND,0.02941176470588235,1.058180542836545
Fis-23028,PST,0.6071428571428571,2.263203312416849
Fis-23028,LLT,0.425,1.8499425290547555
Fis-25900,GND,0.0238095238095238,1.0469723497216044
Fis-25900,PST,0.75,2.560514199813533
Fis-25900,LLT,0.525,2.0499525240017547
Fis-23221,GND,0.02032520325203252,1.040001400345239
Fis-23221,PST,0.8785714285714286,2.828093998470548
Fis-23221,LLT,0.615,2.2299615194540534
Fis-23243,GND,0.01724137931034482,1.033831709517881
Fis-23243,PST,0.8977832512315271,2.8680771867756194
Fis-23243,LLT,0.725,2.4499725138957524
Fis-169677,GND,0.01256281407035176,1.0244714796240226
Fis-169677,PST,0.6541636755204595,2.361061921082592
Fis-169677,LLT,0.9554020100502512,2.9107995625550442
Fis-23045,GND,0.0119047619047619,1.0231549393523558
Fis-23045,PST,0.6198979591836735,2.289748927362982
Fis-23045,LLT,0.9053571428571427,2.810704826210876
Fis-31594,GND,0.0115473441108545,1.0224398669856116
Fis-31594,PST,0.6012867040580666,2.2510156259242597
Fis-31594,LLT,0.8781755196304849,2.7563388629687253
Fis-58485,GND,0.00675675675675675,1.01285551865214
Fis-58485,PST,0.3518339768339768,1.7318605440626413
